URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1501.htm",Salts Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0963.htm",Bin 26 Enoteca Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1128.htm",Joeâs Burgers Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1261.htm",Blue Fin Sushi Bar Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1907.htm",Noble Rot Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1201.htm",Ink Eats & Drinks Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0304.htm",India Gate Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1975.htm",Papa Haydn Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0845.htm",Solaia Enoteca e Ristorante Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0190.htm",Broadway Oyster Bar Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1882.htm",La Sultana Bakery Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1516.htm",Smokin' Mo's Bar-B-Que Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1237.htm",Lario's on the Beach Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0447.htm",The Dundee Bistro Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1347.htm",Zin Restaurant & Wine Bar is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1679.htm",Fuji Mountain Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0117.htm",Mon Jin Lau Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1770.htm",Lebanon's CafÃ© Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1774.htm",Salt Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1638.htm",Lucia's Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1344.htm",Barndiva Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0630.htm",Evo Bistro Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0863.htm",Pastiche Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0060.htm",DalÃ­ Restaurant & Tapas Bar is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0836.htm",Buckhorn Exchange Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0634.htm",CafÃ© Europa Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1388.htm",Rowland Fine Dining Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0462.htm",Blue Bell Inn Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1573.htm",NeoMezÄ Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1990.htm",Fugu's Sushi & Wok Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1752.htm",Everybody's Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1068.htm",Legume Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1890.htm",Tony's Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1547.htm",Liberty Bar Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0632.htm",Monastery Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1323.htm",Di Fara Pizza Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1921.htm",20nine Restaurant & Wine Bar is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0305.htm",Left Bank Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0121.htm",The Lark Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0873.htm",Enriqueta's Sandwich Shop Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1592.htm",Nishimura Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1243.htm",SideBern's Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1853.htm",Vincenzo Ristorante Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1185.htm",Sol Cocina Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0905.htm",Baraonda Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1166.htm",T-Rex Barbecue Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0700.htm",Izumi's Japanese Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0023.htm","Cambridge, 1. Restaurant is one of our |"
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1296.htm",Mary Chung Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0971.htm",East Coast Grill Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1602.htm",Uva 69 Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1821.htm",Rosario's Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1988.htm",The Brockton Villa Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1891.htm",Trattoria Marcella Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1790.htm",Sage Urban American Grill Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1773.htm",Ryleigh's Oyster Food & Spirits Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1131.htm",Miyagi Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1521.htm",LuLu Seafood Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1548.htm",The Little Rhein Steakhouse Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1581.htm",The Brazen Head Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1929.htm",Trattoria Tre Venezie Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0970.htm",Cuchi Cuchi Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0024.htm",Figs Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0127.htm",Bistro Provence Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0379.htm",Magnolia Grill Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1656.htm",Lomzynianka Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0431.htm",Tartine Bistro Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0300.htm",Alma Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1830.htm",The Harvest Vine Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1789.htm",Rooster Crepe.Sandwich.Cafe. Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0880.htm",Roy's Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0822.htm",Sidewalk CafÃ© Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0009.htm",La Casita Mexicana Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1899.htm",Babbo Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0047.htm",Doyle's CafÃ© Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1148.htm",Boat Street CafÃ© Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0897.htm",Mise en Place Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0012.htm",Audubon Circle Bar Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0736.htm",M CafÃ© Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1061.htm",Castagna Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0139.htm",Barbette Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1546.htm",La Hacienda de Los Barrios Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1343.htm",Affronti Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0195.htm",Cyrano's Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0847.htm",Fleming's Prime Steakhouse & Wine Bar Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0029.htm",Oishii Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0654.htm",Konami Japanese Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0876.htm",David's CafÃ© 2 Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0753.htm",Sushilicious Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1847.htm",Caffe Ambrosia Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1705.htm",DiVino Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0558.htm",Aldaco's Mexican Cuisine Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1213.htm",Julienne Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1192.htm",Tamarindo Antojeria Mexicana Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1957.htm",Little Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0895.htm",Donatello Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/1302.htm",duplex Restaurant is one of our |
"/media/Dados/bases/SWDE/restaurant/restaurant-gayot/0400.htm",The Celestial Restaurant is one of our |
