URL,EXTRACTED VALUE
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1110631935.html",Teams | Dynamo Kiev | Vitali Fedoriv
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1206832464.html",Teams | Bolton Wanderers | Idan Tal
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1576519314.html",Teams | Newcastle United | Shola Ameobi
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1432402907.html",Teams | Bolton Wanderers | Nicolas Anelka
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1346882148.html",Teams | Fenerbahçe SK | Gürhan Gürsoy
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/917605217.html",Teams | Fenerbahçe SK | Ilhan Parlak
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1074018691.html",Teams | Middlesbrough | Jonathan Woodgate
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/473467378.html",Teams | Bolton Wanderers | Matthew Taylor
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1641197378.html",Teams | Middlesbrough | Chris Riggott
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/738819767.html",Teams | Fenerbahçe SK | Burak Yilmaz
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1000620341.html",Teams | Dynamo Kiev | Goran Sablic
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1558063287.html",Teams | Fenerbahçe SK | Emre Belözoglu
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1832113715.html",Teams | Newcastle United | Fabricio Coloccini
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/451747054.html",Teams | Bayern München | Tim Borowski
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1012001824.html",Teams | Bolton Wanderers | Mikel Alonso
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/527599665.html",Teams | Shakhtar Donetsk | Zvonimir Vukic
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1240437740.html",Teams | Dynamo Kiev | Badr El Kaddouri
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1116871202.html",Teams | Newcastle United | Andy Carroll
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2037497387.html",Teams | Middlesbrough | Malcolm Christie
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2141942932.html",Teams | Middlesbrough | Brad Jones
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/471049830.html",Teams | Bolton Wanderers | Jaroslaw Fojut
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1961552536.html",Teams | Bolton Wanderers | Ricardo Gardner
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/688735148.html",Teams | Bayern München | Franck Ribéry
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1176571530.html",Teams | Bayern München | Mark Van Bommel
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/53315831.html",Teams | Middlesbrough | Seb Hines
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1942081649.html",Teams | Dynamo Kiev | Goran Gavrancic
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1909707838.html",Teams | Bolton Wanderers | Lubomir Michalik
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/20913784.html",Teams | Bolton Wanderers | Tamir Cohen
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1057085885.html",Teams | Middlesbrough | George Boateng
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1157006942.html",Teams | Fenerbahçe SK | Mehmet Aurelio
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/787887811.html",Teams | Bayern München | Miroslav Klose
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1081548160.html",Teams | Dynamo Kiev | Oleksandr Alyev
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1049290745.html",Teams | Dynamo Kiev | Stanislav Bohush
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/846697958.html",Teams | Dynamo Kiev | Andri Nesmachni
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/581093143.html",Teams | Shakhtar Donetsk | Volodimir Yezerski
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/506596460.html",Teams | Fenerbahçe SK | Roberto Carlos
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2087855029.html",Teams | Newcastle United | Shay Given
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/292831598.html",Teams | Dynamo Kiev | Malkhaz Asatiani
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2130000262.html",Teams | Bolton Wanderers | El Hadji Diouf
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/708440693.html",Teams | Bolton Wanderers | Robert Sissons
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1671198443.html",Teams | Newcastle United | Obafemi Martins
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/936739869.html",Teams | Dynamo Kiev | Rodrigo
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1722905007.html",Teams | Newcastle United | Xisco
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1481577578.html",Teams | Bolton Wanderers | Iván Campo
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1743365289.html",Teams | Middlesbrough | Mohamed Shawki
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/133885995.html",Teams | Fenerbahçe SK | Gökhan Gönül
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1265946680.html",Teams | Shakhtar Donetsk | Yevhen Bredun
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/839111985.html",Teams | Shakhtar Donetsk | Volodymyr Pryyomov
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/497471098.html",Teams | Newcastle United | Chris Hughton
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1922321161.html",Teams | Fenerbahçe SK | Ali Bilgin
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/656652614.html",Teams | Middlesbrough | Jeremie Aliadière
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/229855602.html",Teams | Middlesbrough | Lee Cattermole
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1825488149.html",Teams | Newcastle United | Steven Taylor
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/945569618.html",Teams | Middlesbrough | Fabio Rochemback
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/386464829.html",Teams | Bolton Wanderers | Stelios Giannakopoulos
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/115582700.html",Teams | Dynamo Kiev | Balazs Farkas
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/373066463.html",Teams | Bayern München | Andreas Ottl
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1784152792.html",Teams | Shakhtar Donetsk | Oleksandr Gladkyy
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/804531009.html",Teams | Newcastle United | Ignacio González
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1198218104.html",Teams | Middlesbrough | Rhys Williams
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2120670655.html",Teams | Shakhtar Donetsk | Bohdan Shust
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1434702746.html",Teams | Bolton Wanderers | Nicky Hunt
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/688835573.html",Teams | Bolton Wanderers | Danny Shittu
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/77536965.html",Teams | Bolton Wanderers | Daniel Braaten
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/849678354.html",Teams | Newcastle United | Oguchi Onyewu
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1266219815.html",Teams | Dynamo Kiev | Josef Szabo
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1734562711.html",Teams | Bolton Wanderers | Abdoulaye Diagne-Faye
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/552434681.html",Teams | Hull City | Nick Barmby
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/197245112.html",Teams | Middlesbrough | Abel Xavier
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1425261947.html",Teams | Bayern München | Lúcio
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/289052696.html",Teams | Dynamo Kiev | Oleg Husyev
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/853472065.html",Teams | Newcastle United | Frank Wiafe Danquah
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2126902358.html",Teams | Newcastle United | Albert Luque
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1549719830.html",Teams | Middlesbrough | Joe Bennett
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1085816066.html",Teams | Shakhtar Donetsk | Andri Pyatov
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/718132347.html",Teams | Middlesbrough | James Morrison
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1350665073.html",Teams | Bolton Wanderers | Joey O'Brien
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/734954882.html",Teams | Shakhtar Donetsk | Serhiy Tkachenko
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1043818569.html",Teams | Newcastle United | Jonás Gutiérrez
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1764538903.html",Teams | Middlesbrough | Jason Steele
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/820226909.html",Teams | Newcastle United | Kieron Dyer
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/641873680.html",Teams | Newcastle United | Peter Ramage
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1448155875.html",Teams | Bolton Wanderers | Grétar Steinsson
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1041356557.html",Teams | Bolton Wanderers | Johan Elmander
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/624967789.html",Teams | Fenerbahçe SK | Volkan Demirel
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2083196087.html",Teams | Newcastle United | David Edgar
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1149303429.html",Teams | Newcastle United | Stephen Harper
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1048095205.html",Teams | Fenerbahçe SK | Claudio Maldonado
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1430091413.html",Teams | Newcastle United | Matthew Pattison
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/433690148.html",Teams | Newcastle United | Cláudio Caçapa
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/186518346.html",Teams | Bayern München | Zé Roberto
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/311178991.html",Teams | Shakhtar Donetsk | Mykola Ischenko
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1807750985.html",Teams | Bolton Wanderers | Ebi Smolarek
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1290992400.html",Teams | Bayern München | José Sosa
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/78241982.html",Teams | Bayern München | Bastian Schweinsteiger
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1655250150.html",Teams | Fenerbahçe SK | Deivid
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1733929524.html",Teams | Middlesbrough | David Wheater
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1801979843.html",Teams | Newcastle United | James Milner
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1536731601.html",Teams | Newcastle United | Tim Krul
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/599197157.html",Teams | Dynamo Kiev | Artem Kravets
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1672076241.html",Teams | Middlesbrough | Justin Hoyte
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/978410528.html",Teams | Middlesbrough | Benjamin Hutchinson
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/571735243.html",Teams | Fulham | Paul Konchesky
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/294803882.html",Teams | Fenerbahçe SK | Diego Lugano
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/65542811.html",Teams | Newcastle United | Damien Duff
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/291307728.html",Teams | Middlesbrough | Luke Young
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2127896241.html",Teams | Bayern München | Massimo Oddo
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1991118965.html",Teams | Bolton Wanderers | Ricardo Vaz Te
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1829883708.html",Teams | Bolton Wanderers | Ian Walker
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2045074441.html",Teams | Newcastle United | Mark Doninger
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1571567007.html",Teams | Dynamo Kiev | Pape Diakhaté
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/720529049.html",Teams | Fenerbahçe SK | Mert Gunok
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1853521306.html",Teams | Bolton Wanderers | Grzegorz Rasiak
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1861359335.html",Teams | Dynamo Kiev | Olexandr Rybka
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/40155238.html",Teams | Newcastle United | Charles N'Zogbia
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/73208705.html",Teams | Dynamo Kiev | Yuri Semin
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1220939100.html",Teams | Fenerbahçe SK | Önder Turaci
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1976511070.html",Teams | Bayern München | Christian Lell
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1292132453.html",Teams | Bayern München | Hans-Jörg Butt
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/317012482.html",Teams | Dynamo Kiev | Sergi Rebrov
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/68973565.html",Teams | Dynamo Kiev | Roman Eremenko
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/753956609.html",Teams | Middlesbrough | Marvin Emnes
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1691596281.html",Teams | Shakhtar Donetsk | Luiz Luiz Adriano
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/555429270.html",Teams | Shakhtar Donetsk | Oleksandr Kucher
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/227977516.html",Teams | Middlesbrough | Gary O'Neil
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1346801389.html",Teams | Dynamo Kiev | Oleg Luzhny
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1989971511.html",Teams | Newcastle United | David Rozehnal
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2103009599.html",Teams | Fenerbahçe SK | Semih Sentürk
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1019262499.html",Teams | Bolton Wanderers | Gavin McCann
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1480866882.html",Teams | Bayern München | Lukas Podolski
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2087365322.html",Teams | Bolton Wanderers | Henrik Pedersen
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1888280489.html",Teams | Bayern München | Michael Rensing
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1691806660.html",Teams | Fenerbahçe SK | Zico
