URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/job/job-careerbuilder/0673.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0742.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0741.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0693.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0643.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0674.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0687.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0692.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/1174.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0650.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0685.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0647.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0649.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0750.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0661.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0652.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0648.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0653.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0660.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0676.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0694.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0633.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0663.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0659.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0654.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0752.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0669.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0748.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0657.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0672.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0662.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0751.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0688.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0641.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0658.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0691.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0645.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0642.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/1998.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0689.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0656.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0745.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/1999.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0637.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0667.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0678.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0743.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0695.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0635.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0677.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0638.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/1761.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0671.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0639.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0651.htm","care; and we invite you to visit our website, apply for a position, and"
"/media/Dados/bases/SWDE/job/job-careerbuilder/0686.htm","care; and we invite you to visit our website, apply for a position, and"
