URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0129.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281944946078?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1451.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281980992750?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0962.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281962905385?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0905.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281961556977?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1811.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281985208923?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1257.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281978028536?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1404.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281980478267?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0896.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281961405587?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0975.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281963498783?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1226.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281977616509?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1066.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281967074743?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1343.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281979679369?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0634.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281956788942?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0039.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281943192056?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1555.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281982113301?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0516.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281954937067?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1027.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281965353696?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0653.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281956922779?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1892.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281986338204?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1505.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281981621227?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1046.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281966076243?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0361.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281951247340?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0775.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281959250115?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0340.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281950931042?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0199.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281946717017?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1179.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281976670613?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0470.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281953724537?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0501.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281954785856?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0884.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281961240411?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1761.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281984546192?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0564.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281955599091?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1544.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281982062165?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0578.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281955838068?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0999.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281964261865?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1218.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281977491744?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0213.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281946951594?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1844.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281985727290?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1401.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281980469798?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1887.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281986307587?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0209.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281946938299?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1509.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281981641135?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0801.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281959647381?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1132.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281975078763?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0728.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281958388368?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1711.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281983985279?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1371.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281980079262?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0089.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281944155175?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1222.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281977572152?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1838.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281985597833?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0963.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281962922960?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1700.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281983867032?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1563.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281982261409?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0979.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281963751914?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0464.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281953668100?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1716.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281984058058?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1905.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281986566431?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0020.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281942975527?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0707.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281958033467?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1744.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281984404976?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0263.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281948245028?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0904.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281961554017?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1860.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281985923751?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1775.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281984831208?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0315.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281950472678?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1051.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281966117706?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1091.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281968730496?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0082.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281944097444?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1188.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281977054768?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0616.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281956507854?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0603.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281956289863?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1472.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281981277686?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0746.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281958643392?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1535.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281981972104?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1758.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281984538550?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1680.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281983563496?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1722.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281984112177?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0243.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281947946459?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0435.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281952908043?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0322.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281950580449?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1808.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281985182792?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0768.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281959081480?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1698.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281983802993?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1815.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281985236732?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0420.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281952651771?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1199.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281977243890?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0339.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281950896003?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0800.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281959640384?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0475.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281954055480?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0679.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281957503871?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1300.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281978889550?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1822.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281985428239?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0718.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281958177457?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0482.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281954109187?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1142.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281975653745?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0415.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281952592750?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0401.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281952301254?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1786.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281984997714?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0656.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281957042154?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0796.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281959593732?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1569.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281982370798?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0173.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281945977952?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1689.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281983692592?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0988.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281963993659?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0674.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281957365291?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1987.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281987592688?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0143.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281945286960?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0254.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281948070787?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1259.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281978044649?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1566.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281982305641?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0612.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281956464409?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1465.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281981122562?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0671.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281957220671?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0388.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281952001221?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0406.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281952439001?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1038.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281965714786?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1996.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281987856624?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0864.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281960724049?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0991.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281964065924?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1305.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281978975601?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1013.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281964785120?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1876.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281986202071?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0637.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281956805774?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1869.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281986099403?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1445.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281980921271?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0876.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281961062731?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1561.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281982207196?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1793.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281985031489?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/1149.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281975846205?
"/media/Dados/bases/SWDE/restaurant/restaurant-tripadvisor/0333.htm",ad.doubleclick.net/ad/N5552.TripAdvisor.com_Swaffo/B4585108.10;sz=1x1;ord=1281950827801?
